FIPS,"Hospitalization Rate per 100,000",Unemployment Initial Claims,"Hospitals per 100,000","Deaths per 100,000"
28077,NaN,NaN,8,2127.7
28079,NaN,NaN,4.4,1735.3
28081,NaN,NaN,3.5,1592.7
28083,NaN,NaN,6.9,2171.6
28085,NaN,NaN,2.9,1841.8
28087,NaN,NaN,1.7,1613.8
28089,NaN,NaN,1.9,1185.3
28091,NaN,NaN,4,2148.5
28093,NaN,NaN,2.8,1949.2
28095,NaN,NaN,5.6,1822.1
28097,NaN,NaN,20,2314.7
28099,NaN,NaN,6.9,2242.1
28101,NaN,NaN,9.3,1786.1
28103,NaN,NaN,9.5,1907.9
28105,NaN,NaN,2,1024.2
28107,NaN,NaN,2.9,1922.3
28109,NaN,NaN,3.6,1944.5
28111,NaN,NaN,8.4,1902.6
28113,NaN,NaN,5.1,2113.1
28115,NaN,NaN,3.1,1520.4
28117,NaN,NaN,4,2026.5
28119,NaN,NaN,14.2,2567
28121,NaN,NaN,4.5,1211.2
28123,NaN,NaN,7.1,1856
28125,NaN,NaN,22.8,2627.4
28127,NaN,NaN,7.5,1868.6
28129,NaN,NaN,6.2,1718.5
28131,NaN,NaN,5.3,1773.8
28133,NaN,NaN,11.7,2389.7
28135,NaN,NaN,7.1,1908.9
28137,NaN,NaN,3.5,1703.8
28139,NaN,NaN,4.5,1968.6
28141,NaN,NaN,5.1,2205.2
28143,NaN,NaN,0,2162.1
28145,NaN,NaN,3.5,1527.7
28147,NaN,NaN,6.9,1866.6
28149,NaN,NaN,4.3,2005.4
28151,NaN,NaN,6.7,2312.3
28153,NaN,NaN,4.9,1704.6
28155,NaN,NaN,10.2,1951.4
28157,NaN,NaN,22.7,2320.3
28159,NaN,NaN,11,1932.3
28161,NaN,NaN,8.1,2170.8
28163,NaN,NaN,3.5,1823.1
29001,NaN,31.6323,3.9,1223.4
29003,NaN,28.739,0,1164.3
29005,NaN,17.085,19.3,1605.1
29007,NaN,39.2046,3.9,1527.1
29009,NaN,35.2684,5.6,1786.2
29011,NaN,30.0069,8.5,1542.6
29013,NaN,33.1594,6.1,1599.3
29015,NaN,49.4076,0,2137.2
29017,NaN,44.8193,0,1840.7
29019,NaN,32.4053,3.9,834.4
29021,NaN,39.4007,3.4,1532.1
29023,NaN,56.9697,11.7,2009.9
29025,NaN,32.1312,0,1646.9
29027,NaN,32.3389,4.5,1367.8
29029,NaN,48.1498,4.4,1639.2
29031,NaN,41.7,3.8,1292.6
29033,NaN,27.1642,11.4,1681.3
29035,NaN,48.846,0,2395.1
29037,NaN,33.7042,1.9,1213.9
29039,NaN,32.3038,14.1,1807.3
29041,NaN,27.1324,0,1449.5
29043,NaN,38.1926,0,1016.3
29045,NaN,18.434,0,1505.4
29047,NaN,68.5699,2.8,1010.7
29049,NaN,34.7863,4.9,1436.2
29051,NaN,32.6736,2.6,1149.8
29053,NaN,38.3318,5.7,1431.6
29055,NaN,48.5688,4.2,1903.4
29057,NaN,28.6522,0,1823.2
29059,NaN,39.8036,0,1754
29061,NaN,26.9529,0,1227
29063,NaN,25.0308,0,1520.2
29065,NaN,33.2327,6.5,1806.9
29067,NaN,39.5774,0,1914.3
29069,NaN,48.2872,3.4,2277.1
29071,NaN,44.4356,1,1412.2
29073,NaN,37.6467,6.8,1570.9
29075,NaN,19.0443,15.1,1569.1
29077,NaN,44.4466,3.1,1357.2
29079,NaN,33.6784,10.1,1492.8
29081,NaN,23.7806,11.9,1473.7
29083,NaN,43.6521,9.2,1876.8
29085,NaN,30.7352,0,2145.3
29087,NaN,21.406,0,0
29089,NaN,26.4041,0,1371.2
29091,NaN,49.6336,5,1699.3
29093,NaN,47.1868,9.8,2220.7
29095,NaN,48.626,2.6,1365.8
29097,NaN,41.4772,1.7,1546.8
29099,NaN,46.9942,0.4,1513.3
29101,NaN,41.1511,1.9,989.7
29103,NaN,21.8322,0,0
29105,NaN,53.5409,2.8,1862.1
29107,NaN,35.0007,3.1,1546.1
29109,NaN,37.8841,5.2,1611.1
29111,NaN,16.399,0,1623.5
29113,NaN,47.9678,1.7,1360.8
29115,NaN,41.9356,8.3,1885.9
29117,NaN,24.931,6.6,1360.1
29119,NaN,33.15215,0,1707.3
29121,NaN,32.0905,6.6,1550.8
29123,NaN,50.0015,8.2,2034.8
29125,NaN,35.8643,0,1642.1
29127,NaN,28.7317,3.5,1441
29129,NaN,19.8254,0,0
29131,NaN,46.4139,0,1519.6
29133,NaN,44.9131,0,2227.1
29135,NaN,29.8386,0,1042.1
29137,NaN,40.7341,0,1488.9
29139,NaN,35.5004,0,2072.1
29141,NaN,44.7664,0,2058.2
29143,NaN,39.2264,0,2341.6
29145,NaN,40.0427,8.6,1591
29147,NaN,30.64367,4.5,896.7
29149,NaN,42.0945,0,1944.8
29151,NaN,20.1785,0,1137.5
29153,NaN,40.5565,0,1940.8
29155,NaN,57.5678,6.1,2507.4
29157,NaN,51.8828,5.2,1383.8
29159,NaN,46.427,2.4,1499.7
29161,NaN,36.7519,2.2,1450.9
29163,NaN,41.0722,5.4,1529.4
29165,NaN,33.0562,1,910.8
29167,NaN,32.0736,3.1,1403.7
29169,NaN,48.997,1.9,1078.6
29171,NaN,14.4006,21,1913
29173,NaN,27.9165,0,1322
29175,NaN,44.2187,4,1696.1
29177,NaN,46.4332,4.4,1695.6
29179,NaN,34.5948,16,1966.7
29181,NaN,56.4722,7.5,2380.4
29183,NaN,36.1092,2.3,959
29185,NaN,37.954,10.6,1777.5
29186,NaN,34.6467,5.6,1380.8
29187,NaN,51.7388,6,1761.8
29189,NaN,48.6317,2.2,1259.6
29195,NaN,28.9737,8.7,1441.4
29197,NaN,23.9776,0,1348.1
29199,NaN,14.8939,20.1,1208.2
29201,NaN,45.15,2.6,1833.2
29203,NaN,52.1237,0,1856.1
29205,NaN,26.8213,0,1520.7
29207,NaN,41.9566,3.4,1869.5
29209,NaN,68.1156,0,1870.9
29211,NaN,28.7425,16.1,1478.9
29213,NaN,106.0942,1.8,1564.8
29215,NaN,36.407,3.9,1665.9
29217,NaN,30.0191,9.7,1778.1
29219,NaN,43.6003,0,1302.2
29221,NaN,50.4676,4,1984.5
29223,NaN,45.9992,0,2248.1
29225,NaN,36.9747,0,1273.4
29227,NaN,19.502,0,0
29229,NaN,41.9709,0,1997
29510,NaN,65.888,4.6,1884.8
30001,NaN,NaN,10.6,999.6
30003,NaN,NaN,15,2084.3
30005,NaN,NaN,14.7,1439.7
30007,NaN,NaN,16.4,0
30009,NaN,NaN,9.3,1381.4
30011,NaN,NaN,80.8,0
30013,NaN,NaN,3.7,1378
30015,NaN,NaN,34.8,1462.1
30017,NaN,NaN,8.6,1311.9
30019,NaN,NaN,57.2,0
30021,NaN,NaN,11.5,1198.2
30023,NaN,NaN,21.9,1905.6
30025,NaN,NaN,34.2,0
30027,NaN,NaN,9,1556.7
30029,NaN,NaN,2.9,1114.5
30031,NaN,NaN,1.8,584.6
30033,NaN,NaN,78.9,0
30035,NaN,NaN,14.5,2058.6
30037,NaN,NaN,0,0
30039,NaN,NaN,29.6,0
30041,NaN,NaN,6.1,1333.6
30043,NaN,NaN,0,1248.2
30045,NaN,NaN,0,0
30047,NaN,NaN,6.6,1408.3
30049,NaN,NaN,4.4,1208.2
30051,NaN,NaN,41.2,0
30053,NaN,NaN,5.1,1788.4
30055,NaN,NaN,59.7,0
30057,NaN,NaN,22.8,1072.1
30059,NaN,NaN,53.6,0
30061,NaN,NaN,23.2,0
30063,NaN,NaN,1.7,1025.3
30065,NaN,NaN,21.5,0
30067,NaN,NaN,12,1129.3
30069,NaN,NaN,0,0
30071,NaN,NaN,24.5,0
30073,NaN,NaN,16.7,1473.5
30075,NaN,NaN,0,0
30077,NaN,NaN,14.4,1535.6
30079,NaN,NaN,92,0
30081,NaN,NaN,2.3,1269.3
30083,NaN,NaN,9.2,1319.5
30085,NaN,NaN,27.1,2260.6
30087,NaN,NaN,11,1820.6
30089,NaN,NaN,8.4,1815.3
30091,NaN,NaN,29.2,0
30093,NaN,NaN,5.7,1563.2
30095,NaN,NaN,10.5,1090.8
30097,NaN,NaN,27,0
30099,NaN,NaN,16.2,1265.8
30101,NaN,NaN,20.6,1689.7
30103,NaN,NaN,0,0
30105,NaN,NaN,13.4,1264
30107,NaN,NaN,44.7,0
30109,NaN,NaN,0,0
30111,NaN,NaN,2.5,1227.1
31001,NaN,24.1994,3.2,1323.3
31003,NaN,7.113,31.6,1104.8
31005,NaN,0,0,0
31007,NaN,0,0,0
31009,NaN,1.16,0,0
31011,NaN,7.795,19.1,0
31013,NaN,19.3984,9.3,1308.9
31015,NaN,3.9,51.2,0
31017,NaN,3.733,33.6,0
31019,NaN,25.3028,6,820.3
31021,NaN,20.106,15.4,1464.2
31023,NaN,22.8063,12.4,1241
31025,NaN,24.2448,0,1139.2
31027,NaN,9.4132,0,1065.6
31029,NaN,5.054,25.1,0
31031,NaN,8.003,17.4,0
31033,NaN,24.6348,21.5,1256.7
31035,NaN,15.004,0,1126.5
31037,NaN,13.6557,9.2,744.4
31039,NaN,12.504,11.2,906
31041,NaN,15.1378,18.5,1180.8
31043,NaN,18.0575,0,1040.7
31045,NaN,11.7022,11.5,1101.4
31047,NaN,18.9462,12.7,982.7
31049,NaN,8.247,0,0
31051,NaN,8.642,0,0
31053,NaN,23.0896,2.7,1288.4
31055,NaN,34.216,3.2,1009.6
31057,NaN,1.623,56.5,0
31059,NaN,13.501,18.1,0
31061,NaN,11.861,33.1,0
31063,NaN,8.06,0,0
31065,NaN,13.546,21.2,0
31067,NaN,23.2429,4.7,1381.8
31069,NaN,10.879,52.7,0
31071,NaN,4.962,0,0
31073,NaN,6.488,0,0
31075,NaN,0,0,0
31077,NaN,8.426,0,0
31079,NaN,33.7,4.9,1137.9
31081,NaN,18.9367,10.8,1045.3
31083,NaN,6.182,29.4,0
31085,NaN,1.306,0,0
31087,NaN,5.688,0,0
31089,NaN,10.845,19.7,1129.9
31091,NaN,0.959,0,0
31093,NaN,18.516,15.5,0
31095,NaN,15.665,14.1,1197.7
31097,NaN,18.742,19.5,1285.5
31099,NaN,16.378,15.3,1191.9
31101,NaN,17.5012,12.5,1670.6
31103,NaN,0,0,0
31105,NaN,15.749,27.6,0
31107,NaN,12.3975,11.9,1211.5
31109,NaN,27.2104,2.5,879.7
31111,NaN,22.6117,2.8,1230.6
31113,NaN,2.962,0,0
31115,NaN,1.73,0,0
31117,NaN,0.903,0,0
31119,NaN,21.2728,8.5,1127.4
31121,NaN,17.8156,12.9,1163.8
31123,NaN,17.274,21.3,0
31125,NaN,7.792,28.3,0
31127,NaN,20.794,14.4,1336.6
31129,NaN,9.649,23.8,0
31131,NaN,41.843,18.8,1063.5
31133,NaN,8.461,38,0
31135,NaN,2.197,34.1,0
31137,NaN,13.464,11.1,1089.4
31139,NaN,11.0925,28,1344.2
31141,NaN,23.4343,3,926.2
31143,NaN,10.957,18.9,0
31145,NaN,15.743,9.3,1277.3
31147,NaN,17.1354,12.6,1600.1
31149,NaN,2.299,73.5,0
31151,NaN,17.1165,13.9,1191.6
31153,NaN,25.1752,2.2,720.5
31155,NaN,23.4833,4.7,1220.5
31157,NaN,26.067,2.8,1356
31159,NaN,20.647,5.8,1195.3
31161,NaN,6.474,19.3,1599.2
31163,NaN,11.238,0,0
31165,NaN,0,0,0
31167,NaN,7.899,0,0
31169,NaN,10.624,19.8,1567.8
31171,NaN,4.252,0,0
31173,NaN,19.785,27.4,1862.2
31175,NaN,11.438,23.9,0
31177,NaN,20.0331,4.8,943.5
31179,NaN,12.3562,10.6,744.4
31181,NaN,12.811,28.3,0
31183,NaN,9.094,0,0
31185,NaN,22.3969,14.5,1285.2
32001,NaN,36.4398,4.1,1706.2
32003,NaN,84.238,2.1,1191.1
32005,NaN,39.5365,4.1,1295.7
32007,NaN,34.0697,3.8,1042.7
32009,NaN,19.575,0,0
32011,NaN,15.9911,0,0
32013,NaN,33.0814,6,1447.6
32015,NaN,28.0259,17.9,1417
32017,NaN,20.1171,19.2,1345.9
32019,NaN,53.983,5.4,1711.2
32021,NaN,35.1252,22.2,2303.9
32023,NaN,50.1138,4.4,2617.7
32027,NaN,21.137,15,1395.1
32029,NaN,13.2464,0,0
32031,NaN,50.015,3,1269
32033,NaN,26.7849,10.6,1361.5
32510,NaN,53.706,5.4,1959.8
33001,NaN,NaN,3.3,1447
33003,NaN,NaN,4.1,1396.1
33005,NaN,NaN,1.3,1211.9
33007,NaN,NaN,9.5,1753.8
33009,NaN,NaN,5.6,1130.5
33011,NaN,NaN,2.6,1093.8
33013,NaN,NaN,2.6,1169.8
33015,NaN,NaN,1.9,1043.4
33017,NaN,NaN,2.3,1151.5
33019,NaN,NaN,2.3,1376.8
34001,NaN,NaN,3.4,1488.5
34003,NaN,NaN,1.1,746.5
34005,NaN,NaN,2,1159.7
34007,NaN,NaN,2.2,1349.5
34009,NaN,NaN,1.1,1726.4
34011,NaN,NaN,2.6,1571.2
34013,NaN,NaN,1.6,1115.7
34015,NaN,NaN,1,1255.3
34017,NaN,NaN,1.2,817.7
34019,NaN,NaN,0.8,809.1
34021,NaN,NaN,3.2,1019.7
34023,NaN,NaN,1.6,869
34025,NaN,NaN,1.3,1029.4
34027,NaN,NaN,2,783.2
34029,NaN,NaN,1.5,1256.7
34031,NaN,NaN,1.2,953.1
34033,NaN,NaN,3.2,1664.4
34035,NaN,NaN,1.5,766.1
34037,NaN,NaN,1.4,1235.8
34039,NaN,NaN,1.8,880.2
34041,NaN,NaN,2.8,1176
35001,NaN,NaN,2.5,1238.1
35003,NaN,NaN,0,0
35005,NaN,NaN,4.6,1562.9
35006,NaN,NaN,11.2,1607.7
35007,NaN,NaN,8.3,1610.2
35009,NaN,NaN,2,1300.6
35011,NaN,NaN,0,0
35013,NaN,NaN,2.8,1005.4
35015,NaN,NaN,3.5,1532
35017,NaN,NaN,3.7,1612.7
35019,NaN,NaN,23,1566.5
35021,NaN,NaN,0,0
35023,NaN,NaN,0,1603.8
35025,NaN,NaN,2.9,1280
35027,NaN,NaN,5.1,1825.5
35028,NaN,NaN,5.2,712
35029,NaN,NaN,4.2,1740.2
35031,NaN,NaN,5.5,1792.8
35033,NaN,NaN,0,0
35035,NaN,NaN,3,1430
35037,NaN,NaN,12.1,2326.4
35039,NaN,NaN,2.6,1894.6
35041,NaN,NaN,5.3,1168.4
35043,NaN,NaN,1.4,1175.1
35045,NaN,NaN,2.4,1415.5
35047,NaN,NaN,7.2,1743.3
35049,NaN,NaN,2,1168.2
35051,NaN,NaN,9.1,3163.7
35053,NaN,NaN,6,1631.3
35055,NaN,NaN,3,1507.5
35057,NaN,NaN,0,1783.1
35059,NaN,NaN,24.3,0
35061,NaN,NaN,0,1449.2
36001,NaN,35.8261,2.3,1076.8
36003,NaN,42.9699,4.3,1352.6
36005,NaN,88.9514,1,1048.5
36007,NaN,49.6766,2.1,1265.8
36009,NaN,55.897,1.3,1448.5
36011,NaN,45.9724,1.3,1269
36013,NaN,52.7853,3.9,1488.2
36015,NaN,35.6848,3.6,1512.1
36017,NaN,43.0885,2.1,1516.7
36019,NaN,49.31,1.2,1181
36021,NaN,30.8646,1.7,1405.3
36023,NaN,45.5794,2.1,1248.4
36025,NaN,37.6485,9,1520.4
36027,NaN,38.8941,1.4,1077.9
36029,NaN,52.8374,1.7,1279.5
36031,NaN,22.3649,8,1332.4
36033,NaN,30.5691,6,1260.6
36035,NaN,45.3418,1.9,1448
36037,NaN,45.2679,5.2,1371.9
36039,NaN,46.3065,0,1450.8
36041,NaN,22.5901,0,0
36043,NaN,52.395,1.6,1287.3
36045,NaN,28.072,2.7,1058.6
36047,NaN,62.6148,0.7,848.6
36049,NaN,26.579,3.8,1115.4
36051,NaN,44.8802,1.6,1132.4
36053,NaN,44.6477,2.8,1049.5
36055,NaN,48.7189,1.1,1063.7
36057,NaN,58.039,4,1387.1
36059,NaN,43.3033,1,799.3
36061,NaN,42.5843,1.7,724.7
36063,NaN,62.398,2.4,1460.3
36065,NaN,48.8773,3,1337.2
36067,NaN,47.7189,1.5,1116.5
36069,NaN,20.5921,3.6,1203.3
36071,NaN,43.6576,1.8,967.9
36073,NaN,50.1187,2.5,1403.5
36075,NaN,57.227,1.7,1367.3
36077,NaN,26.9904,3.3,1246.9
36079,NaN,35.8939,1,928.3
36081,NaN,60.1343,0.6,784
36083,NaN,38.0551,1.9,1189.1
36085,NaN,51.8121,1.3,1029
36087,NaN,39.7485,1.2,743
36089,NaN,44.9715,4.6,1270.7
36091,NaN,35.9657,0.9,1010.2
36093,NaN,47.2718,2.6,1176.1
36095,NaN,27.9982,3.2,1276.7
36097,NaN,25.86,5.6,1496.2
36099,NaN,42.7589,0,1376.1
36101,NaN,23.414,6.3,1359.1
36103,NaN,47.0823,0.9,995.2
36105,NaN,46.3549,2.6,1468.9
36107,NaN,28.8193,0,1163.5
36109,NaN,30.121,1,842.5
36111,NaN,44.6898,1.7,1231.2
36113,NaN,53.577,1.6,1333.5
36115,NaN,44.2754,0,1341.6
36117,NaN,46.5067,1.1,1355.7
36119,NaN,43.6274,1.9,755.1
36121,NaN,53.2,2.5,1247.3
36123,NaN,20.2649,4,1227.8
37001,NaN,NaN,0.6,1380.7
37003,NaN,NaN,2.7,1619.7
37005,NaN,NaN,9,1693.4
37007,NaN,NaN,4,2054.1
37009,NaN,NaN,3.7,1490.3
37011,NaN,NaN,5.7,1616.7
37013,NaN,NaN,4.2,1960.5
37015,NaN,NaN,5.3,1997.3
37017,NaN,NaN,3,2012.7
37019,NaN,NaN,2.2,1616.2
37021,NaN,NaN,1.5,1318.4
37023,NaN,NaN,2.2,1716
37025,NaN,NaN,0.9,1060.4
37027,NaN,NaN,1.2,1759.1
37029,NaN,NaN,0,1204.5
37031,NaN,NaN,1.4,1721.7
37033,NaN,NaN,0,1987
37035,NaN,NaN,1.3,1533.5
37037,NaN,NaN,1.4,1085.6
37039,NaN,NaN,3.5,1916.6
37041,NaN,NaN,7.1,1753.5
37043,NaN,NaN,0,1786.5
37045,NaN,NaN,4.1,1855.7
37047,NaN,NaN,1.8,2053.7
37049,NaN,NaN,1.9,1577.1
37051,NaN,NaN,1.2,1330
37053,NaN,NaN,0,1329.8
37055,NaN,NaN,2.7,1556.1
37057,NaN,NaN,1.2,1607.9
37059,NaN,NaN,4.7,1462.6
37061,NaN,NaN,1.7,1338.9
37063,NaN,NaN,1.9,935.8
37065,NaN,NaN,1.9,2111.3
37067,NaN,NaN,1.8,1248.8
37069,NaN,NaN,1.5,1421
37071,NaN,NaN,0.9,1628.5
37073,NaN,NaN,0,1866.4
37075,NaN,NaN,0,1779.8
37077,NaN,NaN,1.7,1453.9
37079,NaN,NaN,0,1475.3
37081,NaN,NaN,1.3,1182
37083,NaN,NaN,4,2078.1
37085,NaN,NaN,1.5,1220.4
37087,NaN,NaN,1.6,1736.3
37089,NaN,NaN,1.7,1319.1
37091,NaN,NaN,4.2,1661.1
37093,NaN,NaN,3.7,1174.1
37095,NaN,NaN,0,1950.3
37097,NaN,NaN,1.7,1259.8
37099,NaN,NaN,2.3,1371
37101,NaN,NaN,0.5,1173.8
37103,NaN,NaN,0,1878.2
37105,NaN,NaN,1.6,1557.3
37107,NaN,NaN,1.8,1925.8
37109,NaN,NaN,1.2,1463.5
37111,NaN,NaN,2.2,1714
37113,NaN,NaN,5.7,1612.6
37115,NaN,NaN,0,1672.6
37117,NaN,NaN,4.4,2055.5
37119,NaN,NaN,1.3,863.5
37121,NaN,NaN,6.7,1893.3
37123,NaN,NaN,3.7,1554.8
37125,NaN,NaN,1,1229.2
37127,NaN,NaN,2.1,1778.4
37129,NaN,NaN,0.9,1173.6
37131,NaN,NaN,0,1900.8
37133,NaN,NaN,1.5,1038
37135,NaN,NaN,0.7,744.4
37137,NaN,NaN,0,1689
37139,NaN,NaN,2.5,1624.7
37141,NaN,NaN,1.6,1504.1
37143,NaN,NaN,0,1698.7
37145,NaN,NaN,2.5,1701
37147,NaN,NaN,0.6,1116.1
37149,NaN,NaN,4.9,1518.6
37151,NaN,NaN,0.7,1653.3
37153,NaN,NaN,4.5,2009.5
37155,NaN,NaN,0.8,1964.6
37157,NaN,NaN,2.2,1869
37159,NaN,NaN,1.4,1733
37161,NaN,NaN,1.5,1831.6
37163,NaN,NaN,1.6,1666
37165,NaN,NaN,2.9,2074.1
37167,NaN,NaN,1.6,1602.9
37169,NaN,NaN,2.2,1887.1
37171,NaN,NaN,2.8,1840.2
37173,NaN,NaN,21.1,2246.4
37175,NaN,NaN,2.9,1426.3
37177,NaN,NaN,0,1476.6
37179,NaN,NaN,0.4,923.2
37181,NaN,NaN,2.2,2016.5
37183,NaN,NaN,0.7,713.8
37185,NaN,NaN,0,1888.2
37187,NaN,NaN,8.4,1787.7
37189,NaN,NaN,1.8,741.8
37191,NaN,NaN,0.8,1583.8
37193,NaN,NaN,1.5,1732.9
37195,NaN,NaN,1.2,1670.9
37197,NaN,NaN,2.7,1528.9
37199,NaN,NaN,0,1586.3
38001,NaN,NaN,43.6,0
38003,NaN,NaN,9.5,1233.2
38005,NaN,NaN,0,1766.7
38007,NaN,NaN,0,0
38009,NaN,NaN,15.6,1606.6
38011,NaN,NaN,32.5,0
38013,NaN,NaN,0,0
38015,NaN,NaN,2.1,926.8
38017,NaN,NaN,5,790
38019,NaN,NaN,26.1,0
38021,NaN,NaN,20.4,0
38023,NaN,NaN,43.8,0
38025,NaN,NaN,0,1269.6
38027,NaN,NaN,0,0
38029,NaN,NaN,30.3,0
38031,NaN,NaN,31.1,0
38033,NaN,NaN,0,0
38035,NaN,NaN,7.1,926.9
38037,NaN,NaN,42.1,0
38039,NaN,NaN,44.8,0
38041,NaN,NaN,0,0
38043,NaN,NaN,0,0
38045,NaN,NaN,0,0
38047,NaN,NaN,0,0
38049,NaN,NaN,0,1203.6
38051,NaN,NaN,77.4,0
38053,NaN,NaN,7.3,836.3
38055,NaN,NaN,21,1435.9
38057,NaN,NaN,12.1,1209.6
38059,NaN,NaN,3.2,1157.7
38061,NaN,NaN,9.8,1468
38063,NaN,NaN,34.9,0
38065,NaN,NaN,0,0
38067,NaN,NaN,14.4,1353.1
38069,NaN,NaN,24.5,0
38071,NaN,NaN,8.7,1132.3
38073,NaN,NaN,19.1,1355.7
38075,NaN,NaN,0,0
38077,NaN,NaN,0,1059.2
38079,NaN,NaN,14,1818.1
38081,NaN,NaN,0,0
38083,NaN,NaN,0,0
38085,NaN,NaN,22.9,2386.4
38087,NaN,NaN,0,0
38089,NaN,NaN,6.5,748.5
38091,NaN,NaN,0,0
38093,NaN,NaN,9.6,1262.1
38095,NaN,NaN,45.6,0
38097,NaN,NaN,24.9,1082.5
38099,NaN,NaN,18.7,1490.6
38101,NaN,NaN,4.4,819.3
38103,NaN,NaN,25.3,0
38105,NaN,NaN,5.7,916.5
39001,NaN,55.0183,3.6,2023.5
39003,NaN,74.571,4.9,1458.2
39005,NaN,42.7225,1.9,1347.1
39007,NaN,50.6872,5.1,1788.8
39009,NaN,41.671,4.6,1083.3
39011,NaN,53.8599,2.2,1130.9
39013,NaN,51.109,5.9,1663.6
39015,NaN,48.3375,2.3,1963.2
39017,NaN,45.6059,2.4,1352.6
39019,NaN,58.5955,0,1576.8
39021,NaN,53.724,2.6,1566.3
39023,NaN,68.2492,3,1968.3
39025,NaN,42.6646,0.5,1365.2
39027,NaN,63.5736,2.4,1657.3
39029,NaN,56.609,1.9,1697.8
39031,NaN,60.7755,2.7,1526.1
39033,NaN,72.9524,4.8,1836.3
39035,NaN,73.3398,2.3,1504.4
39037,NaN,53.2748,1.9,1502.3
39039,NaN,61.4285,7.9,1362.5
39041,NaN,40.587,1.5,694.2
39043,NaN,83.88,2.7,1677.9
39045,NaN,51.9203,1.3,1148.4
39047,NaN,52.7081,3.5,1915.2
39049,NaN,63.0887,2.1,1178.6
39051,NaN,62.6305,2.4,1315.2
39053,NaN,51.5385,3.3,2098.1
39055,NaN,37.143,2.1,982.7
39057,NaN,51.6985,1.8,1116.7
39059,NaN,50.7973,5.1,1793.9
39061,NaN,49.1585,2.8,1389
39063,NaN,61.2694,1.3,1305.1
39065,NaN,61.2204,3.2,1493
39067,NaN,47.6987,6.6,1845.3
39069,NaN,62.373,3.7,1214.6
39071,NaN,58.4469,4.6,1674.5
39073,NaN,48.1479,3.5,1761.5
39075,NaN,17.8589,2.3,938.7
39077,NaN,72.244,3.4,1454.6
39079,NaN,60.3,3.1,2152.3
39081,NaN,58.036,6.1,1921.9
39083,NaN,40.3243,1.6,1355.6
39085,NaN,59.4536,1.3,1345.3
39087,NaN,43.849,1.7,2189.9
39089,NaN,41.9361,2.3,1293.2
39091,NaN,65.7979,4.4,1660.1
39093,NaN,59.607,2.6,1392.4
39095,NaN,80.668,3.3,1610.4
39097,NaN,43.2018,2.3,1411.7
39099,NaN,76.991,4.4,1612.1
39101,NaN,53.4248,1.5,1727
39103,NaN,43.7765,1.7,1060.6
39105,NaN,51.866,0,2189.9
39107,NaN,40.931,2.4,1108.4
39109,NaN,52.5904,1.9,1382
39111,NaN,54.8741,0,1609.9
39113,NaN,69.887,3.2,1743.5
39115,NaN,53.3895,0,1739.2
39117,NaN,47.0233,2.8,1398.4
39119,NaN,54.552,1.2,1605.9
39121,NaN,57.4158,0,1302.8
39123,NaN,54.17,2.5,1552.7
39125,NaN,48.4602,5.3,1503.2
39127,NaN,55.4077,0,1498.6
39129,NaN,41.9808,1.7,1592.5
39131,NaN,52.536,3.6,2233.9
39133,NaN,50.4012,0.6,1268.1
39135,NaN,40.6671,0,1673.3
39137,NaN,45.9664,0,1039.1
39139,NaN,64.0848,3.3,1727.5
39141,NaN,48.6879,2.6,1752.2
39143,NaN,68.104,5.1,1532.3
39145,NaN,52.593,2.6,2141.7
39147,NaN,66.4082,7.2,1369.4
39149,NaN,62.9218,2.1,1375.8
39151,NaN,65.273,2.2,1539.9
39153,NaN,63.398,2.6,1455
39155,NaN,75.751,3,1790.8
39157,NaN,51.884,3.3,1385.4
39159,NaN,47.2529,1.7,904.3
39161,NaN,65.5392,7.1,1453.3
39163,NaN,48.4504,0,1887.5
39165,NaN,42.1622,1.7,971.7
39167,NaN,52.579,3.3,1622.5
39169,NaN,36.6936,1.7,1294.3
39171,NaN,55.6672,5.4,1467.2
39173,NaN,52.4097,0.8,1078.1
39175,NaN,57.773,4.6,1249.1
40001,NaN,NaN,4.5,1992.6
40003,NaN,NaN,0,1303.4
40005,NaN,NaN,7.2,2045.1
40007,NaN,NaN,18.8,1222
40009,NaN,NaN,9.2,1879.4
40011,NaN,NaN,21.1,2129.7
40013,NaN,NaN,2.1,1731.2
40015,NaN,NaN,6.9,2036.1
40017,NaN,NaN,1.4,1066.8
40019,NaN,NaN,4.2,1803.8
40021,NaN,NaN,4.1,1694.9
40023,NaN,NaN,13.6,2270.2
40025,NaN,NaN,46.4,0
40027,NaN,NaN,2.1,1078.9
40029,NaN,NaN,18.1,2373.2
40031,NaN,NaN,4.2,1379.3
40033,NaN,NaN,0,2181.4
40035,NaN,NaN,7,2097
40037,NaN,NaN,4.2,1840.7
40039,NaN,NaN,6.9,1470.6
40041,NaN,NaN,2.3,1886.1
40043,NaN,NaN,20.4,1696
40045,NaN,NaN,25.3,2100.2
40047,NaN,NaN,4.9,1518.6
40049,NaN,NaN,7.2,2002.8
40051,NaN,NaN,1.8,1497.7
40053,NaN,NaN,0,2126.7
40055,NaN,NaN,17.2,1528.9
40057,NaN,NaN,37.5,2027
40059,NaN,NaN,26.3,0
40061,NaN,NaN,7.9,2044.5
40063,NaN,NaN,7.5,2249.7
40065,NaN,NaN,4,1519.1
40067,NaN,NaN,16.3,2351.8
40069,NaN,NaN,9.1,2109.8
40071,NaN,NaN,4.5,1884
40073,NaN,NaN,6.3,1397.3
